Country Name,Country Code,Series Name,Series Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
United States,USA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,11713.3317042099,12134.1721315039,12014.9582478929,12261.5237824091,12455.1621656545,12659.607628118,12854.2989079193,12889.8322801175,13154.7630268185,13281.8699827982,13671.0520240061,13046.6141478464,13296.1822993023,13307.4920085002,13388.5897105591,13704.5770481407,13583.2669593387,13657.4528282523,13663.4279681827,13513.7146883015,13394.9027551068,13245.8819278677,13264.1879389302,13304.0235689845,13524.0235689845,13604.0255619855
